File_Path,File_Type,Bin_Category,Purpose_Rationale,Format,Priority_Score
06_PostProduction_Assets/Manim_Animations/output/texts/90b6bc07983bc5fe.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/92bece4729609672.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/a128e6beb725023f.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/a16399e579ef2a31.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/a931333064876759.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/b3d632ce1ef362c9.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/b41e2753f8659e62.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/b5832196b450dc52.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/bcba6ff745c84b96.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/c56b3791b7177929.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/cfcca4e43428a333.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/d25eda5c0eb94183.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/d3c0cac90642d482.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/d594786fc137e98a.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/da3b6537483ff72a.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/de8bdb75254f281a.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/e09864f92383aa14.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/e14b51aa876df791.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/e62e9cdf8d24e55b.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/ea8d2c78885c6ff8.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/ec555e68e6c4a8e2.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/efa2703108dd92b7.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/f1702962ee979bc7.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/f266dc9ac5bf4388.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/f8f6dcc1f8a055a1.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/fc107ce8c9c52d40.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/ff1e9d051d5b050f.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_1054257222_2509320359.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_1116041325_1632504767.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_1186446417_1366580102.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_1324832880_2519351926.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_1627474136_497923805.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_1781673550_1591711137.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_1826461060_2393297764.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_1857776244_1706626574.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_1938705968_950013137.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_197685869_879403992.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_2379108166_1898459749.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_2574473371_911312425.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_2803572557_4276738401.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_2849952550_2247694196.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_2860008713_561345666.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_2872842549_2204881241.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_296790433_1838573224.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_3155806760_3850880308.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_3679735833_2613259000.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_3769970643_3842475919.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_3907006663_2557712093.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_4155631700_3468850301.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_468976444_2728232725.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_522607726_153480670.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_56733459_1942132654.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_890959710_1436837048.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2135761390_95173422_743215257.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/2257293077_1570964339_223132457.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/CICDPipelineAnimation/partial_movie_file_list.txt,Document,Animation - Video Output,Supporting file for video project,.txt,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_1039846521_3386860130.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_1234055825_226480482.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_1454890097_226480482.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_1621289092_1804452822.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_2143655727_3386860130.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_2156968291_2397884206.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_2574473371_2447329671.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_2574473371_2489436525.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_2574473371_3345209849.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_2574473371_4246448772.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_2713665479_2314419925.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_310540274_4049270757.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_3249205344_2314419925.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_3347830085_295263563.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_3418213664_865969465.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_3743755494_326600115.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_3811746007_326600115.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_478638254_901228315.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2135761390_566900916_353945316.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/2257293077_837484536_223132457.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/GitCloneAnimation/partial_movie_file_list.txt,Document,Animation - Video Output,Supporting file for video project,.txt,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/LLMFeatureCardsAnimation/2135761390_1229137040_952119393.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/LLMFeatureCardsAnimation/2135761390_1729751744_2442750855.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/LLMFeatureCardsAnimation/2135761390_2024044153_2364168167.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/LLMFeatureCardsAnimation/2135761390_2574473371_3096464965.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/LLMFeatureCardsAnimation/2135761390_2872842549_4163007270.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/LLMFeatureCardsAnimation/2135761390_3809934424_551329250.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/LLMFeatureCardsAnimation/2135761390_3894395825_133058938.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/LLMFeatureCardsAnimation/2135761390_4079250704_2405861226.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/LLMFeatureCardsAnimation/2135761390_4079250704_2422805060.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/LLMFeatureCardsAnimation/2135761390_4079250704_2715584804.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/LLMFeatureCardsAnimation/2135761390_4079250704_491978693.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/LLMFeatureCardsAnimation/2257293077_2802244026_223132457.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/LLMFeatureCardsAnimation/partial_movie_file_list.txt,Document,Animation - Video Output,Supporting file for video project,.txt,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/NumberCounterAnimation/2135761390_1452416041_211205057.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/NumberCounterAnimation/2135761390_1670838123_1868181505.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/NumberCounterAnimation/2135761390_2352233977_2251836503.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/NumberCounterAnimation/2135761390_2393029995_3464938573.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/NumberCounterAnimation/2135761390_2574473371_1837377972.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/NumberCounterAnimation/2135761390_2605886059_3419465859.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/NumberCounterAnimation/2135761390_2665485926_2498612793.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/NumberCounterAnimation/2135761390_2872842549_3831030090.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/NumberCounterAnimation/2135761390_3543690605_1955538083.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/NumberCounterAnimation/2135761390_3584996326_4091238208.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/NumberCounterAnimation/2135761390_633519608_1969388766.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/NumberCounterAnimation/2135761390_767126161_4001042778.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/NumberCounterAnimation/2257293077_3432706115_223132457.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/NumberCounterAnimation/partial_movie_file_list.txt,Document,Animation - Video Output,Supporting file for video project,.txt,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/SpeedMultiplierAnimation/2135761390_1890293216_1008792939.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/SpeedMultiplierAnimation/2135761390_2150769875_3121806256.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/SpeedMultiplierAnimation/2135761390_2257304318_2584113847.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/SpeedMultiplierAnimation/2135761390_2574473371_734836593.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/SpeedMultiplierAnimation/2135761390_2696719225_2129100273.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/SpeedMultiplierAnimation/2135761390_310540274_178824715.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/SpeedMultiplierAnimation/2135761390_4109824579_1834385374.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/SpeedMultiplierAnimation/2135761390_934255641_2086460885.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/SpeedMultiplierAnimation/2257293077_1896914037_223132457.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/SpeedMultiplierAnimation/partial_movie_file_list.txt,Document,Animation - Video Output,Supporting file for video project,.txt,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/StaticVsDynamicAnimation/2135761390_1206904118_76427946.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/StaticVsDynamicAnimation/2135761390_1432596116_4064387621.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/StaticVsDynamicAnimation/2135761390_1530825377_85346777.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/StaticVsDynamicAnimation/2135761390_1688176962_3239714117.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/StaticVsDynamicAnimation/2135761390_1704566161_1947975527.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/StaticVsDynamicAnimation/2135761390_2095820897_453590800.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/StaticVsDynamicAnimation/2135761390_2574473371_1375008711.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/StaticVsDynamicAnimation/2135761390_2574473371_1863274668.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/StaticVsDynamicAnimation/2135761390_2723450874_3847646405.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/StaticVsDynamicAnimation/2135761390_3905090294_537805784.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/StaticVsDynamicAnimation/2135761390_773992818_3313420109.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/StaticVsDynamicAnimation/2257293077_928420319_223132457.mp4,Video,Animation - Video Output,Partial render file from Manim animation - intermediate rendering artifact,.mp4,1
06_PostProduction_Assets/Manim_Animations/output/videos/video_animations/1080p60/partial_movie_files/StaticVsDynamicAnimation/partial_movie_file_list.txt,Document,Animation - Video Output,Supporting file for video project,.txt,1
06_PostProduction_Assets/Remotion_Animations/2025-14-02/input/input/README.md,Document,PostProduction - General,Supporting file for video project,.md,1
06_PostProduction_Assets/Remotion_Animations/2025-14-02/input/input/assets_config.json,Data,PostProduction - General,Supporting file for video project,.json,1
06_PostProduction_Assets/Remotion_Animations/2025-14-02/input/input/batch_generation_data.yaml,Data,PostProduction - General,Supporting file for video project,.yaml,1
06_PostProduction_Assets/Remotion_Animations/2025-14-02/input/input/icons.json,Data,PostProduction - General,Supporting file for video project,.json,1
PROJECT_STRUCTURE.md,Document,Root - Documentation,Project documentation - explains folder structure and organization,.md,1
